scenario,final_value,max_value,min_value
146,16270.76,16270.76,1000.00
147,16371.18,16371.18,1000.00
148,16471.64,16471.64,1000.00
149,16572.13,16572.13,1000.00
150,16672.64,16672.64,1000.00
151,16773.20,16773.20,1000.00
152,16873.78,16873.78,1000.00
153,16974.40,16974.40,1000.00
154,17075.05,17075.05,1000.00
155,17175.73,17175.73,1000.00
156,17276.44,17276.44,1000.00
157,17377.19,17377.19,1000.00
158,17477.97,17477.97,1000.00
159,17578.78,17578.78,1000.00
160,17679.62,17679.62,1000.00
161,17780.50,17780.50,1000.00
162,17881.41,17881.41,1000.00
163,17982.35,17982.35,1000.00
164,18083.32,18083.32,1000.00
165,18184.33,18184.33,1000.00
166,18285.37,18285.37,1000.00
167,18386.44,18386.44,1000.00
168,18487.54,18487.54,1000.00
169,18588.68,18588.68,1000.00
170,18689.85,18689.85,1000.00
171,18791.05,18791.05,1000.00
172,18892.29,18892.29,1000.00
173,18993.55,18993.55,1000.00
174,19094.85,19094.85,1000.00
175,19196.18,19196.18,1000.00
176,19297.55,19297.55,1000.00
177,19398.95,19398.95,1000.00
178,19500.38,19500.38,1000.00
179,19601.84,19601.84,1000.00
180,19703.34,19703.34,1000.00
181,19804.86,19804.86,1000.00
182,19906.42,19906.42,1000.00
183,20008.02,20008.02,1000.00
184,20109.64,20109.64,1000.00
185,20211.30,20211.30,1000.00
186,20312.99,20312.99,1000.00
187,20414.72,20414.72,1000.00
188,20516.48,20516.48,1000.00
189,20618.27,20618.27,1000.00
190,20720.09,20720.09,1000.00
191,20821.94,20821.94,1000.00
192,20923.83,20923.83,1000.00
193,21025.75,21025.75,1000.00
194,21127.71,21127.71,1000.00
195,21229.69,21229.69,1000.00
196,21331.71,21331.71,1000.00
197,21433.77,21433.77,1000.00
198,21535.85,21535.85,1000.00
199,21637.97,21637.97,1000.00
200,21740.12,21740.12,1000.00
201,21842.30,21842.30,1000.00
202,21944.52,21944.52,1000.00
203,22046.77,22046.77,1000.00
204,22149.05,22149.05,1000.00
205,22251.37,22251.37,1000.00
206,22353.72,22353.72,1000.00
207,22456.10,22456.10,1000.00
208,22558.51,22558.51,1000.00
209,22660.96,22660.96,1000.00
210,22763.44,22763.44,1000.00
211,22865.95,22865.95,1000.00
212,22968.50,22968.50,1000.00
213,23071.08,23071.08,1000.00
214,23173.69,23173.69,1000.00
215,23276.33,23276.33,1000.00
216,23379.01,23379.01,1000.00
217,23481.72,23481.72,1000.00
218,23584.46,23584.46,1000.00
219,23687.24,23687.24,1000.00
220,23790.05,23790.05,1000.00
221,23892.89,23892.89,1000.00
222,23995.77,23995.77,1000.00
223,24098.68,24098.68,1000.00
224,24201.62,24201.62,1000.00
225,24304.60,24304.60,1000.00
226,24407.61,24407.61,1000.00
227,24510.65,24510.65,1000.00
228,24613.72,24613.72,1000.00
229,24716.83,24716.83,1000.00
230,24819.97,24819.97,1000.00
231,24923.15,24923.15,1000.00
232,25026.35,25026.35,1000.00
233,25129.59,25129.59,1000.00
234,25232.87,25232.87,1000.00
235,25336.18,25336.18,1000.00
236,25439.52,25439.52,1000.00
237,25542.89,25542.89,1000.00
238,25646.30,25646.30,1000.00
239,25749.74,25749.74,1000.00
240,25853.21,25853.21,1000.00
241,25956.71,25956.71,1000.00
242,26060.25,26060.25,1000.00
243,26163.83,26163.83,1000.00
244,26267.43,26267.43,1000.00
245,26371.07,26371.07,1000.00
246,26474.75,26474.75,1000.00
247,26578.45,26578.45,1000.00
248,26682.19,26682.19,1000.00
249,26785.96,26785.96,1000.00
250,26889.77,26889.77,1000.00
251,26993.61,26993.61,1000.00
252,27097.48,27097.48,1000.00
253,27201.39,27201.39,1000.00
254,27305.33,27305.33,1000.00
255,27409.30,27409.30,1000.00
256,27513.31,27513.31,1000.00
257,27617.35,27617.35,1000.00
258,27721.42,27721.42,1000.00
259,27825.53,27825.53,1000.00
260,27929.67,27929.67,1000.00
261,28033.84,28033.84,1000.00
262,28138.05,28138.05,1000.00
263,28242.29,28242.29,1000.00
264,28346.56,28346.56,1000.00
265,28450.87,28450.87,1000.00
266,28555.21,28555.21,1000.00
267,28659.58,28659.58,1000.00
268,28763.99,28763.99,1000.00
269,28868.43,28868.43,1000.00
270,28972.91,28972.91,1000.00
271,29077.42,29077.42,1000.00
272,29181.96,29181.96,1000.00
273,29286.53,29286.53,1000.00
274,29391.14,29391.14,1000.00
275,29495.78,29495.78,1000.00
276,29600.46,29600.46,1000.00
277,29705.17,29705.17,1000.00
278,29809.91,29809.91,1000.00
279,29914.69,29914.69,1000.00
280,30019.50,30019.50,1000.00
281,30124.35,30124.35,1000.00
282,30229.22,30229.22,1000.00
283,30334.14,30334.14,1000.00
284,30439.08,30439.08,1000.00
285,30544.06,30544.06,1000.00
286,30649.07,30649.07,1000.00
287,30754.12,30754.12,1000.00
288,30859.20,30859.20,1000.00
289,30964.31,30964.31,1000.00
290,31069.46,31069.46,1000.00
291,31174.64,31174.64,1000.00
292,31279.86,31279.86,1000.00
293,31385.11,31385.11,1000.00
294,31490.39,31490.39,1000.00
295,31595.71,31595.71,1000.00
296,31701.06,31701.06,1000.00
297,31806.44,31806.44,1000.00
298,31911.86,31911.86,1000.00
299,32017.31,32017.31,1000.00
300,32122.79,32122.79,1000.00
301,32228.31,32228.31,1000.00
302,32333.87,32333.87,1000.00
303,32439.45,32439.45,1000.00
304,32545.08,32545.08,1000.00
305,32650.73,32650.73,1000.00
306,32756.42,32756.42,1000.00
307,32862.14,32862.14,1000.00
308,32967.90,32967.90,1000.00
309,33073.69,33073.69,1000.00
310,33179.51,33179.51,1000.00
311,33285.37,33285.37,1000.00
312,33391.26,33391.26,1000.00
313,33497.19,33497.19,1000.00
314,33603.15,33603.15,1000.00
315,33709.14,33709.14,1000.00
316,33815.17,33815.17,1000.00
317,33921.23,33921.23,1000.00
318,34027.33,34027.33,1000.00
319,34133.46,34133.46,1000.00
320,34239.62,34239.62,1000.00
321,34345.82,34345.82,1000.00
322,34452.05,34452.05,1000.00
323,34558.32,34558.32,1000.00
324,34664.62,34664.62,1000.00
325,34770.95,34770.95,1000.00
326,34877.32,34877.32,1000.00
327,34983.72,34983.72,1000.00
328,35090.16,35090.16,1000.00
329,35196.63,35196.63,1000.00
330,35303.14,35303.14,1000.00
331,35409.68,35409.68,1000.00
332,35516.25,35516.25,1000.00
333,35622.86,35622.86,1000.00
334,35729.50,35729.50,1000.00
335,35836.17,35836.17,1000.00
336,35942.88,35942.88,1000.00
337,36049.63,36049.63,1000.00
338,36156.40,36156.40,1000.00
339,36263.22,36263.22,1000.00
340,36370.06,36370.06,1000.00
341,36476.94,36476.94,1000.00
342,36583.86,36583.86,1000.00
343,36690.81,36690.81,1000.00
344,36797.79,36797.79,1000.00
345,36904.81,36904.81,1000.00
346,37011.86,37011.86,1000.00
347,37118.95,37118.95,1000.00
348,37226.07,37226.07,1000.00
349,37333.22,37333.22,1000.00
